item,factor,name,price,wprice,kicker
8818,3,Watcher's Cuffs,95.67,71.7525,0.3
8819,3,Watcher's Cap,131.67,98.7525,0.2
8820,5,Watcher's Cape,18.2,13.65,0.1
8821,6,Watcher's Jerkin,38.17,28.6275,0.4
8822,9,Watcher's Handwraps,27.44,20.58,0.4
8823,8,Watcher's Mantle,1.5,1.125,0.2
8824,7,Watcher's Leggings,68.43,51.3225,0.45
8825,7,Watcher's Robes,22.71,17.0325,0.1
8826,8,Watcher's Cinch,9.38,7.035,0.2
8827,8,Raincaller Mantle,20.25,15.1875,0.15
8828,10,Raincaller Cuffs,36.2,27.15,0
8829,10,Raincaller Cloak,11.4,8.55,0.1
8830,8,Raincaller Cap,14.5,10.875,0.05
8831,3,Raincaller Vest,28.67,21.5025,0.45
8832,9,Raincaller Mitts,6.67,5.0025,0.4
8833,7,Raincaller Robes,29.71,22.2825,0.25
8834,3,Raincaller Pants,42.67,32.0025,0.05
8835,5,Raincaller Cord,6,4.5,0.45
8836,8,Raincaller Boots,6.63,4.9725,0.1
8837,7,Thistlefur Sandals,50.14,37.605,0.1
8838,10,Thistlefur Bands,9.5,7.125,0
8839,5,Thistlefur Cloak,31.6,23.7,0.2
8840,6,Thistlefur Gloves,14,10.5,0.2
8841,7,Thistlefur Cap,30.14,22.605,0.15
8842,4,Thistlefur Mantle,30.5,22.875,0.45
8843,4,Thistlefur Jerkin,2.5,1.875,0.4
8844,3,Thistlefur Pants,140.67,105.5025,0.25
8845,5,Thistlefur Robe,7.6,5.7,0
8846,2,Thistlefur Belt,226,169.5,0.35
8847,4,Vital Bracelets,38,28.5,0.2
8848,6,Vital Leggings,77.17,57.8775,0.45
8849,8,Vital Headband,25.38,19.035,0.3
8850,1,Vital Sash,327,245.25,0.3
8851,10,Vital Cape,30.6,22.95,0.5
8852,6,Vital Handwraps,44.17,33.1275,0.3
8853,7,Vital Shoulders,64.43,48.3225,0.35
8854,5,Vital Raiment,61.8,46.35,0.1
8855,3,Vital Boots,154.33,115.7475,0
8856,1,Vital Tunic,322,241.5,0.3
8857,2,Geomancer's Jerkin,56,42,0.5
8858,2,Geomancer's Cord,54.5,40.875,0
8859,8,Geomancer's Boots,44.5,33.375,0.25
8860,3,Geomancer's Cloak,132.67,99.5025,0.4
8861,4,Geomancer's Cap,34.25,25.6875,0.3
8862,9,Geomancer's Bracers,22.67,17.0025,0.15
8863,9,Geomancer's Gloves,37.67,28.2525,0.3
8864,4,Geomancer's Spaulders,2,1.5,0.25
8865,4,Geomancer's Trousers,18,13.5,0.35
8866,4,Geomancer's Wraps,77.5,58.125,0.3
8867,3,Embersilk Bracelets,154,115.5,0.45
8868,7,Ironweb Spider Silk,29.29,21.9675,0.4
8869,4,Embersilk Coronet,28.75,21.5625,0.05
8870,5,Embersilk Cloak,100,75,0.45
8871,5,Embersilk Tunic,42,31.5,0.5
8872,5,Embersilk Mitts,66.6,49.95,0.15
8873,3,Embersilk Mantle,52.33,39.2475,0.1
8874,2,Embersilk Leggings,217,162.75,0.4
8875,4,Embersilk Robes,117.75,88.3125,0.15
8876,8,Embersilk Cord,14,10.5,0.3
8877,1,Embersilk Boots,82,61.5,0.35
8878,6,Darkmist Armor,22.17,16.6275,0.05
8879,8,Darkmist Boots,10.25,7.6875,0.2
8880,2,Darkmist Cape,166.5,124.875,0.3
8881,7,Darkmist Bands,12.86,9.645,0.05
8882,8,Darkmist Handguards,12.88,9.66,0.2
8883,9,Darkmist Pants,55.44,41.58,0.2
8884,9,Darkmist Mantle,47.89,35.9175,0.25
8885,7,Darkmist Wraps,34.29,25.7175,0.4
8886,4,Darkmist Girdle,28.25,21.1875,0.3
8887,2,Darkmist Wizard Hat,112.5,84.375,0.15
8888,6,Lunar Mantle,13.17,9.8775,0.05
8889,5,Lunar Bindings,14.8,11.1,0.2
8890,2,Lunar Vest,231.5,173.625,0.2
8891,5,Lunar Slippers,39.4,29.55,0.5
8892,1,Lunar Cloak,245,183.75,0.1
8893,2,Lunar Coronet,43,32.25,0.2
8894,7,Lunar Handwraps,22.43,16.8225,0.2
8895,9,Lunar Raiment,47.56,35.67,0.4
8896,4,Lunar Belt,85,63.75,0.1
8897,3,Felcloth,159,119.25,0.05
8898,4,Lunar Leggings,31.25,23.4375,0.25
8899,10,Bloodwoven Cord,33.1,24.825,0.45
8900,2,Bloodwoven Boots,78.5,58.875,0.4
8901,4,Bloodwoven Bracers,12.75,9.5625,0.5
8902,1,Bloodwoven Cloak,164,123,0.35
8903,8,Bloodwoven Mitts,40.75,30.5625,0.15
8904,2,Bloodwoven Mask,238,178.5,0.45
8905,7,Bloodwoven Pants,70.14,52.605,0.3
8906,3,Bloodwoven Wraps,136.33,102.2475,0.05
8907,7,Bloodwoven Pads,46.57,34.9275,0.2
8908,2,Bloodwoven Jerkin,93.5,70.125,0.5
8909,2,Gaea's Cuffs,112.5,84.375,0
8910,4,Gaea's Slippers,97.5,73.125,0.4
8911,4,Gaea's Cloak,104.75,78.5625,0.1
8912,6,Gaea's Circlet,66,49.5,0.35
8913,8,Gaea's Handwraps,21,15.75,0.4
8914,7,Gaea's Amice,69,51.75,0.2
8915,3,Gaea's Leggings,83.67,62.7525,0.3
8916,5,Gaea's Raiment,96.6,72.45,0.35
8917,2,Gaea's Belt,5,3.75,0.35
8918,7,Gaea's Tunic,58.71,44.0325,0.5
8919,7,Opulent Mantle,34.43,25.8225,0.5
8920,1,Opulent Bracers,191,143.25,0.2
8921,2,Opulent Cape,19.5,14.625,0
8922,6,Opulent Crown,24.5,18.375,0.05
8923,1,Opulent Gloves,59,44.25,0
8924,1,Opulent Leggings,331,248.25,0.2
8925,6,Opulent Robes,25.83,19.3725,0.15
8926,1,Opulent Boots,475,356.25,0.25
8927,6,Opulent Belt,37.17,27.8775,0.05
8928,2,Opulent Tunic,1,0.75,0.35
8929,1,Arachnidian Armor,420,315,0
8930,8,Arachnidian Girdle,1.63,1.2225,0.4
8931,6,Arachnidian Footpads,22.5,16.875,0.05
8932,8,Arachnidian Bracelets,60.13,45.0975,0.1
8933,10,Arachnidian Cape,47.3,35.475,0.3
8934,8,Arachnidian Circlet,55,41.25,0.15
8935,7,Arachnidian Gloves,47.86,35.895,0.45
8936,9,Arachnidian Legguards,22.78,17.085,0.2
8937,8,Arachnidian Pauldrons,40.5,30.375,0.3
8938,7,Arachnidian Robes,53.86,40.395,0.25
8939,2,Bonecaster's Spaulders,83.5,62.625,0.3
8940,5,Bonecaster's Boots,28.4,21.3,0.4
8941,2,Bonecaster's Cape,14.5,10.875,0.35
8942,4,Bonecaster's Bindings,24.5,18.375,0.05
8943,5,Bonecaster's Gloves,20.6,15.45,0.25
8944,7,Bonecaster's Shroud,20.57,15.4275,0.2
8945,6,Bonecaster's Belt,1.17,0.8775,0.4
8946,6,Bonecaster's Sarong,4.83,3.6225,0.05
8947,3,Bonecaster's Vest,164.33,123.2475,0.2
8948,4,Bonecaster's Crown,78.5,58.875,0.4
8949,7,Celestial Tunic,23,17.25,0.25
8950,8,Celestial Belt,52.63,39.4725,0.4
8951,10,Celestial Slippers,4.8,3.6,0.4
8952,7,Celestial Bindings,36.86,27.645,0.3
8953,6,Celestial Crown,69.5,52.125,0.5
8954,6,Celestial Cape,80.67,60.5025,0.4
8955,7,Celestial Handwraps,49.43,37.0725,0.2
8956,2,Celestial Kilt,47,35.25,0.45
8957,5,Celestial Pauldrons,22.4,16.8,0
8958,3,Celestial Silk Robes,114.33,85.7475,0.4
8959,4,Resplendent Tunic,49.5,37.125,0.45
8960,9,Resplendent Boots,27.44,20.58,0.1
8961,4,Resplendent Bracelets,112.75,84.5625,0.1
8962,5,Resplendent Cloak,46,34.5,0.45
8963,2,Resplendent Circlet,246.5,184.875,0.35
8964,4,Resplendent Gauntlets,79.75,59.8125,0.45
8965,6,Resplendent Sarong,12.17,9.1275,0.2
8966,5,Resplendent Epaulets,70.4,52.8,0.15
8967,8,Resplendent Robes,16.38,12.285,0.45
8968,8,Resplendent Belt,45.63,34.2225,0.25
8969,2,Eternal Chestguard,31.5,23.625,0.25
8970,5,Eternal Boots,30.4,22.8,0.5
8971,9,Eternal Bindings,49.78,37.335,0.25
8972,2,Eternal Cloak,143,107.25,0.1
8973,1,Eternal Crown,57,42.75,0.25
8974,9,Eternal Gloves,36.22,27.165,0.45
8975,7,Eternal Sarong,53.71,40.2825,0.35
8976,6,Eternal Spaulders,74,55.5,0.35
8977,7,Eternal Wraps,28,21,0.3
8978,1,Eternal Cord,455,341.25,0.2
8979,8,Empty Water Tube,52.25,39.1875,0
8980,5,Moonwell Water Tube,98,73.5,0.25
8981,2,Freezing Lich Robes,204,153,0.1
8982,9,Rune Thread,27.44,20.58,0
8983,9,Mooncloth,38.89,29.1675,0.05
8984,5,Small Brilliant Shard,20.4,15.3,0.3
8985,1,Large Brilliant Shard,408,306,0.45
8986,10,Mystic's Slippers,26.1,19.575,0.05
8987,1,Mystic's Cape,83,62.25,0.15
8988,6,Mystic's Bracelets,28,21,0.45
8989,1,Mystic's Gloves,265,198.75,0.15
8990,2,Mystic's Shoulder Pads,59.5,44.625,0.35
8991,4,Mystic's Wrap,109.5,82.125,0.05
8992,2,Mystic's Woolies,97,72.75,0.2
8993,4,Mystic's Robe,46.5,34.875,0.4
8994,7,Sanguine Armor,68,51,0.2
8995,7,Sanguine Belt,5,3.75,0.15
8996,3,Sanguine Sandals,38.67,29.0025,0.05
8997,10,Sanguine Cuffs,48,36,0.35
8998,3,Sanguine Cape,88.67,66.5025,0.25
8999,6,Sanguine Handwraps,14.67,11.0025,0.25
9000,10,Sanguine Mantle,31,23.25,0.35
9001,10,Sanguine Trousers,22.1,16.575,0
9002,2,Sanguine Robe,148,111,0.2
9003,10,Grimtotem Satchel,28.2,21.15,0.1
9004,5,Durability Belt,53.2,39.9,0.1
9005,7,Durability Staff,32.43,24.3225,0.35
9006,5,Spells of Shadow,44.6,33.45,0.45
9007,2,Incantations from the Nether,243,182.25,0.4
9008,8,Resilient Mantle,6.13,4.5975,0.1
9009,1,Resilient Tunic,435,326.25,0.4
9010,7,Resilient Boots,69.71,52.2825,0.2
9011,10,Resilient Cape,5.7,4.275,0.05
9012,1,Resilient Cap,170,127.5,0.35
9013,7,Resilient Bands,27.43,20.5725,0.25
9014,6,Resilient Handgrips,12.67,9.5025,0.15
9015,5,Resilient Leggings,51.4,38.55,0.1
9016,6,Resilient Robe,16.33,12.2475,0.1
9017,9,Resilient Cord,51.67,38.7525,0.05
9018,5,Stonecloth Vest,38.6,28.95,0.3
9019,3,Stonecloth Boots,63.33,47.4975,0.35
9020,6,Stonecloth Cape,30,22.5,0.4
9021,5,Stonecloth Circlet,24.2,18.15,0.2
9022,4,Stonecloth Gloves,17.75,13.3125,0.15
9023,3,Stonecloth Epaulets,41,30.75,0.1
9024,5,Stonecloth Robe,13.6,10.2,0.4
9025,3,Stonecloth Belt,129.33,96.9975,0.25
9026,4,Stonecloth Britches,10,7.5,0.15
9027,8,Stonecloth Bindings,1.75,1.3125,0.3
9028,2,Silksand Tunic,123,92.25,0.25
9029,10,Silksand Boots,11.4,8.55,0.1
9030,10,Silksand Bracers,15.8,11.85,0.45
9031,8,Silksand Cape,43,32.25,0.1
9032,10,Silksand Circlet,0.8,0.6,0.35
9033,2,Silksand Gloves,41.5,31.125,0.05
9034,1,Silksand Shoulder Pads,150,112.5,0
9035,10,Silksand Legwraps,1.5,1.125,0.15
9036,7,Silksand Wraps,68,51,0
9037,4,Silksand Girdle,42.5,31.875,0.15
9038,5,Windchaser Wraps,55.4,41.55,0.1
9039,1,Windchaser Footpads,382,286.5,0.3
9040,10,Windchaser Cuffs,45.7,34.275,0.2
9041,3,Windchaser Cloak,79,59.25,0.45
9042,6,Windchaser Handguards,10.67,8.0025,0.2
9043,9,Windchaser Amice,31.78,23.835,0.15
9044,4,Windchaser Woolies,109.75,82.3125,0.4
9045,6,Windchaser Robes,23.83,17.8725,0.15
9046,4,Windchaser Cinch,64,48,0.2
9047,3,Windchaser Coronet,144,108,0.35
9048,4,Venomshroud Vest,43,32.25,0.4
9049,8,Venomshroud Boots,6.25,4.6875,0.1
9050,8,Venomshroud Armguards,52,39,0.05
9051,1,Venomshroud Cape,298,223.5,0.2
9052,4,Venomshroud Mask,80,60,0.45
9053,2,Venomshroud Mitts,152,114,0.35
9054,8,Venomshroud Mantle,16,12,0.5
9055,9,Venomshroud Leggings,6.89,5.1675,0.2
9056,1,Venomshroud Silk Robes,53,39.75,0.45
9057,10,Venomshroud Belt,13,9.75,0.15
9058,1,Highborne Footpads,5,3.75,0.45
9059,1,Highborne Bracelets,457,342.75,0.4
9060,10,Highborne Crown,45.9,34.425,0.45
9061,6,Highborne Cloak,51.67,38.7525,0.3
9062,3,Highborne Gloves,165,123.75,0
9063,5,Highborne Pauldrons,3,2.25,0.45
9064,1,Highborne Robes,145,108.75,0.05
9065,6,Highborne Cord,56.5,42.375,0
9066,9,Highborne Padded Armor,55.44,41.58,0.05
9067,1,Elunarian Vest,415,311.25,0.15
9068,6,Elunarian Cuffs,3.83,2.8725,0.15
9069,7,Elunarian Boots,6,4.5,0.2
9070,10,Elunarian Cloak,7.4,5.55,0.1
9071,4,Elunarian Diadem,12.75,9.5625,0.2
9072,2,Elunarian Handgrips,34,25.5,0
9073,4,Elunarian Sarong,23.25,17.4375,0.05
9074,10,Elunarian Spaulders,18.8,14.1,0.4
9075,4,Elunarian Silk Robes,23.75,17.8125,0
9076,9,Elunarian Belt,45,33.75,0.05
9077,4,Pattern: Frostweave Tunic,15.75,11.8125,0.4
9078,6,Pattern: Frostweave Robe,55.33,41.4975,0.1
9079,10,Pattern: Runecloth Bag,40.2,30.15,0.1
9080,5,Pattern: Runecloth Robe,28,21,0.15
9081,7,Pattern: Runecloth Tunic,71.14,53.355,0.05
9082,10,Pattern: Cindercloth Vest,6.7,5.025,0.05
9083,5,Pattern: Runecloth Cloak,58.6,43.95,0.05
9084,8,Pattern: Ghostweave Belt,18,13.5,0.35
9085,3,Pattern: Frostweave Gloves,152.67,114.5025,0.3
9086,3,Pattern: Cindercloth Gloves,49.67,37.2525,0.35
9087,8,Pattern: Ghostweave Gloves,8.88,6.66,0.2
9088,2,Pattern: Brightcloth Robe,195,146.25,0.5
9089,4,Pattern: Brightcloth Gloves,3,2.25,0.35
9090,10,Pattern: Ghostweave Vest,47.1,35.325,0.25
9091,5,Pattern: Runecloth Gloves,39,29.25,0.15
9092,9,Pattern: Cindercloth Cloak,24.33,18.2475,0.3
9093,5,Pattern: Felcloth Pants,25.6,19.2,0
9094,10,Pattern: Brightcloth Cloak,48.1,36.075,0.05
9095,4,Pattern: Wizardweave Leggings,83.75,62.8125,0.2
9096,4,Pattern: Cloak of Fire,98.5,73.875,0
9097,5,Bonechill Hammer,44.8,33.6,0.3
9098,1,Pattern: Runecloth Boots,343,257.25,0.1
9099,2,Pattern: Frostweave Pants,8,6,0.15
9100,8,Pattern: Cindercloth Pants,44.38,33.285,0.05
9101,4,Pattern: Runecloth Pants,66.25,49.6875,0.05
9102,7,Pattern: Felcloth Boots,46.43,34.8225,0.4
9103,4,Pattern: Robe of Winter Night,32,24,0.05
9104,7,Pattern: Brightcloth Pants,20.71,15.5325,0.15
9105,6,Pattern: Ghostweave Pants,83.33,62.4975,0.25
9106,6,Pattern: Felcloth Hood,24.33,18.2475,0.15
9107,3,Pattern: Mooncloth Leggings,73.67,55.2525,0.1
9108,4,Pattern: Runecloth Headband,9.25,6.9375,0.1
9109,9,Pattern: Mooncloth Bag,14.33,10.7475,0.25
9110,7,Pattern: Wizardweave Robe,14.86,11.145,0.05
9111,4,Pattern: Mooncloth Vest,39.75,29.8125,0.5
9112,5,Frostbite Girdle,35,26.25,0.1
9113,4,Death's Clutch,55.75,41.8125,0.25
9114,2,Pattern: Runecloth Shoulders,95,71.25,0.4
9115,5,Pattern: Wizardweave Turban,52.2,39.15,0.5
9116,7,Pattern: Felcloth Robe,22.86,17.145,0.3
9117,2,Pattern: Mooncloth Shoulders,185.5,139.125,0.45
9118,7,Pattern: Felcloth Shoulders,45.71,34.2825,0.05
9119,7,Pattern: Mooncloth Circlet,58.14,43.605,0.2
9120,9,Pattern: Bottomless Bag,11.33,8.4975,0.25
9121,7,Pattern: Gloves of Spell Mastery,52.43,39.3225,0.3
9122,7,Pattern: Truefaith Vestments,36.57,27.4275,0
9123,6,Pattern: Robe of the Archmage,49,36.75,0.25
9124,8,Pattern: Robe of the Void,56.38,42.285,0.05
9125,5,Maelstrom Leggings,32,24,0.05
9126,8,Demon Pick,53.13,39.8475,0.1
9127,4,Boneclenched Gauntlets,82.25,61.6875,0.45
9128,7,Pattern: Mooncloth,43.57,32.6775,0.05
9129,9,Rattlecage Buckler,35.11,26.3325,0.15
9130,2,Runecloth Bandage,174.5,130.875,0.15
9131,4,Heavy Runecloth Bandage,49,36.75,0.15
9132,2,Frightskull Shaft,199,149.25,0.2
9133,1,Bonebrace Hauberk,489,366.75,0.25
9134,6,Corpselight Greaves,51.17,38.3775,0.1
9135,3,Deadwalker Mantle,56.67,42.5025,0.1
9136,6,Bone Ring Helm,55.83,41.8725,0.1
9137,7,Taragaman the Hungerer's Heart,15.86,11.895,0.35
9138,10,Barovian Family Sword,31.8,23.85,0.1
9139,2,Kravel's Crate,97,72.75,0.4
9140,3,Darkshade Gloves,121,90.75,0.35
9141,10,Lieutenant's Insignia,14.9,11.175,0.25
9142,10,Ghostloom Leggings,26.3,19.725,0.45
9143,7,Roon's Kodo Horn,33.43,25.0725,0.05
9144,5,Hand of Iruxos,76.4,57.3,0.1
9145,1,Royal Cap Spaulders,322,241.5,0.25
9146,3,Boots of Avoidance,48,36,0.25
9147,10,Bladebane Armguards,22.6,16.95,0.05
9148,8,Edgemaster's Handguards,26.25,19.6875,0.2
9149,3,Stockade Pauldrons,94.33,70.7475,0.3
9150,5,Sash of Mercy,53.6,40.2,0
9151,8,Cloudkeeper Legplates,47.88,35.91,0.35
9152,7,Alcor's Sunrazor,51.86,38.895,0.25
9153,4,The Lion Horn of Stormwind,115.75,86.8125,0.4
9154,8,Lady Maye's Pendant,2,1.5,0.2
9155,5,Prospector's Sash,31.4,23.55,0.1
9156,8,Prospector's Boots,41,30.75,0.05
9157,2,Prospector's Cuffs,34,25.5,0.5
9158,2,Prospector's Chestpiece,183.5,137.625,0.3
9159,1,Prospector's Cloak,395,296.25,0.3
9160,6,Prospector's Mitts,37.83,28.3725,0
9161,4,Prospector's Woolies,44.75,33.5625,0.35
9162,8,Prospector's Pads,42.38,31.785,0.4
9163,3,Bristlebark Belt,99.33,74.4975,0.1
9164,10,Bristlebark Boots,12.4,9.3,0.5
9165,10,Bristlebark Bindings,46,34.5,0.25
9166,3,Bristlebark Blouse,6.33,4.7475,0.15
9167,1,Bristlebark Cape,454,340.5,0.2
9168,7,Bristlebark Gloves,49,36.75,0.4
9169,8,Bristlebark Amice,9.25,6.9375,0
9170,10,Bristlebark Britches,19.9,14.925,0.1
9171,9,Ebon Hilt of Marduk,8,6,0.25
9172,9,Skullsmoke Pants,5.33,3.9975,0.45
9173,3,Dokebi Cord,111,83.25,0.15
9174,1,Dokebi Boots,26,19.5,0.3
9175,7,Dokebi Bracers,39,29.25,0.4
9176,1,Dokebi Chestguard,69,51.75,0.4
9177,8,Dokebi Cape,11.38,8.535,0.05
9178,7,Dokebi Gloves,39.29,29.4675,0.4
9179,8,Dokebi Hat,45.88,34.41,0.5
9180,3,Dokebi Leggings,35.67,26.7525,0.4
9181,7,Dokebi Mantle,30.71,23.0325,0.4
9182,3,Hawkeye's Cord,78.33,58.7475,0.1
9183,3,Hawkeye's Shoes,128.67,96.5025,0.45
9184,5,Hawkeye's Bracers,21.6,16.2,0.15
9185,3,Hawkeye's Helm,84.33,63.2475,0.15
9186,1,Hawkeye's Tunic,328,246,0.2
9187,7,Hawkeye's Cloak,41.57,31.1775,0.2
9188,9,Hawkeye's Gloves,45,33.75,0.3
9189,7,Hawkeye's Breeches,50.14,37.605,0.05
9190,9,Hawkeye's Epaulets,5.44,4.08,0.05
9191,1,Warden's Waistband,468,351,0.05
9192,8,Warden's Footpads,21,15.75,0.35
9193,2,Warden's Wristbands,163,122.25,0.2
9194,5,Warden's Wraps,68.4,51.3,0.4
9195,8,Warden's Cloak,17.5,13.125,0.2
9196,1,Warden's Mantle,406,304.5,0.5
9197,4,Warden's Wizard Hat,90.5,67.875,0.2
9198,8,Warden's Woolies,14.13,10.5975,0.2
9199,2,Warden's Gloves,228.5,171.375,0.35
9200,9,Hawkeye's Buckler,37.22,27.915,0.1
9201,2,Dokebi Buckler,19,14.25,0.35
9202,6,Araj's Scarab,60.17,45.1275,0.45
9203,4,Bloodmail Hauberk,51,38.25,0.2
9204,1,Bloodmail Legguards,211,158.25,0.4
9205,3,Taelan's Hammer,57,42.75,0.35
9206,3,Bloodmail Belt,1.33,0.9975,0.45
9207,7,Bloodmail Gauntlets,7.43,5.5725,0.05
9208,3,Bloodmail Boots,106.67,80.0025,0.05
9209,6,Sawbones Shirt,23.67,17.7525,0.05
9210,9,Skeletal Fragments,1.78,1.335,0
9211,3,Deathbone Girdle,102.33,76.7475,0.15
9212,7,Deathbone Sabatons,56.86,42.645,0.15
9213,4,Deathbone Gauntlets,15.25,11.4375,0.15
9214,5,Deathbone Legguards,78.6,58.95,0.1
9215,4,Deathbone Chestplate,125,93.75,0.45
9216,1,Symbol of Lost Honor,89,66.75,0.45
9217,2,Necropile Robe,84,63,0.15
9218,9,Pattern: Bright Yellow Shirt,44.33,33.2475,0.1
9219,10,Imbued Skeletal Fragments,44.9,33.675,0.5
9220,10,Necropile Cuffs,32,24,0.5
9221,3,Pattern: Enchanter's Cowl,20.67,15.5025,0.05
9222,9,Necropile Boots,43.67,32.7525,0.4
9223,6,Necropile Leggings,63.33,47.4975,0
9224,4,Necropile Mantle,13,9.75,0.15
9225,6,Recipe: Frost Oil,59.33,44.4975,0.15
9226,4,Pattern: Gem-Studded Leather Belt,7,5.25,0.2
9227,5,Cadaverous Belt,85,63.75,0.4
9228,10,Cadaverous Armor,24.5,18.375,0.15
9229,2,Cadaverous Leggings,220.5,165.375,0.1
9230,5,Schematic: Minor Recombobulator,8.4,6.3,0.05
9231,6,Cadaverous Gloves,6.83,5.1225,0.05
9232,6,Cadaverous Walkers,44,33,0.2
9233,7,Skeleton Key Mold,2.29,1.7175,0.3
9234,7,Unfinished Skeleton Key,2.57,1.9275,0.15
9235,2,Goldshire Gift Voucher,170.5,127.875,0.3
9236,4,Kharanos Gift Voucher,24.25,18.1875,0.1
9237,10,Dolanaar Gift Voucher,42.9,32.175,0.25
9238,6,Razor Hill Gift Voucher,54.33,40.7475,0.45
9239,9,Bloodhoof Village Gift Voucher,5.78,4.335,0.1
9240,1,Brill Gift Voucher,71,53.25,0.4
9241,7,Scorpashi Sash,22.14,16.605,0.3
9242,10,Scorpashi Slippers,35.3,26.475,0.35
9243,8,Scorpashi Wristbands,23,17.25,0.1
9244,3,Scorpashi Breastplate,141,105.75,0.3
9245,8,Scorpashi Cape,6.38,4.785,0.1
9246,10,Scorpashi Gloves,32.2,24.15,0
9247,4,Scorpashi Skullcap,19.5,14.625,0.4
9248,8,Scorpashi Leggings,36.38,27.285,0.45
9249,3,Scorpashi Shoulder Pads,58.33,43.7475,0.3
9250,2,Keeper's Cord,38,28.5,0.3
9251,5,Keeper's Hooves,34.4,25.8,0.35
9252,8,Keeper's Bindings,38.13,28.5975,0.5
9253,5,Keeper's Armor,54.8,41.1,0.2
9254,4,Keeper's Cloak,41,30.75,0.45
9255,8,Keeper's Gloves,47.5,35.625,0.2
9256,4,Keeper's Wreath,7.75,5.8125,0.5
9257,1,Keeper's Woolies,273,204.75,0.15
9258,6,Keeper's Mantle,74,55.5,0.05
9259,7,Pridelord Armor,6.86,5.145,0.25
9260,2,Pridelord Boots,244,183,0.35
9261,1,Pridelord Bands,331,248.25,0.5
9262,2,Pridelord Cape,76.5,57.375,0.15
9263,1,Pridelord Girdle,101,75.75,0.5
9264,5,Pridelord Gloves,34,25.5,0.15
9265,9,Pridelord Halo,55,41.25,0.45
9266,1,Pridelord Pants,255,191.25,0.25
9267,2,Pridelord Pauldrons,238.5,178.875,0.45
9268,10,Of Love and Family,37.1,27.825,0
9269,1,Indomitable Vest,434,325.5,0.4
9270,10,Indomitable Boots,30.6,22.95,0.15
9271,2,Indomitable Armguards,179.5,134.625,0.3
9272,1,Indomitable Cloak,109,81.75,0.35
9273,1,Indomitable Belt,111,83.25,0.05
9274,8,Indomitable Gauntlets,2.38,1.785,0.2
9275,3,Indomitable Headdress,118.33,88.7475,0.25
9276,1,Indomitable Leggings,216,162,0.05
9277,1,Indomitable Epaulets,497,372.75,0.1
9278,6,War Paint Anklewraps,52.17,39.1275,0.45
9279,2,War Paint Bindings,121,90.75,0.35
9280,10,War Paint Cloak,1.3,0.975,0.45
9281,10,War Paint Waistband,34.4,25.8,0.35
9282,4,War Paint Gloves,17.75,13.3125,0.3
9283,7,War Paint Legguards,42.14,31.605,0.2
9284,8,War Paint Shoulder Pads,55.88,41.91,0.15
9285,3,War Paint Shield,91.67,68.7525,0.15
9286,3,War Paint Chestpiece,97.67,73.2525,0.35
9287,3,Hulking Boots,37.33,27.9975,0.2
9288,1,Hulking Bands,394,295.5,0.1
9289,9,Hulking Chestguard,24.44,18.33,0.2
9290,2,Hulking Cloak,165.5,124.125,0.45
9291,1,Hulking Belt,477,357.75,0.1
9292,8,Hulking Gauntlets,39.63,29.7225,0.4
9293,2,Hulking Leggings,108,81,0.15
9294,1,Hulking Spaulders,55,41.25,0
9295,4,Slayer's Cuffs,69.75,52.3125,0.15
9296,9,Slayer's Surcoat,4.67,3.5025,0.45
9297,10,Slayer's Cape,5.2,3.9,0.25
9298,6,Slayer's Skullcap,70.33,52.7475,0.3
9299,5,Slayer's Gloves,22,16.5,0.2
9300,4,Slayer's Sash,82.25,61.6875,0.1
9301,4,Slayer's Slippers,30.5,22.875,0.4
9302,9,Slayer's Pants,13.67,10.2525,0.45
9303,6,Slayer's Shoulderguards,33,24.75,0.35
9304,9,Enduring Bracers,38.33,28.7475,0.3
9305,10,Enduring Breastplate,15.9,11.925,0.25
9306,8,Enduring Belt,2.13,1.5975,0.05
9307,3,Enduring Boots,151,113.25,0.35
9308,1,Enduring Cape,10,7.5,0.5
9309,4,Enduring Gauntlets,85.5,64.125,0.3
9310,6,Enduring Circlet,10.33,7.7475,0
9311,6,Enduring Breeches,20.17,15.1275,0.4
9312,3,Enduring Pauldrons,96.33,72.2475,0.1
9313,4,Ravager's Armor,122.25,91.6875,0.2
9314,5,Ravager's Sandals,66.4,49.8,0
9315,7,Ravager's Armguards,41,30.75,0.2
9316,8,Ravager's Cloak,21.25,15.9375,0.35
9317,4,Ravager's Handwraps,58.75,44.0625,0.45
9318,2,Ravager's Cord,82,61.5,0.15
9319,1,Ravager's Crown,404,303,0.25
9320,9,Ravager's Woolies,21.89,16.4175,0.05
9321,5,Ravager's Mantle,5.6,4.2,0.5
9322,1,Ravager's Shield,500,375,0.1
9323,1,Khan's Bindings,328,246,0
9324,9,Khan's Chestpiece,22,16.5,0.1
9325,1,Khan's Buckler,117,87.75,0.05
9326,5,Khan's Cloak,62,46.5,0.15
9327,10,Khan's Gloves,35.7,26.775,0.15
9328,3,Khan's Belt,115.67,86.7525,0.45
9329,1,Khan's Greaves,388,291,0.35
9330,10,Khan's Helmet,25.3,18.975,0.45
9331,5,Khan's Legguards,16,12,0.3
9332,1,Khan's Mantle,329,246.75,0.25
9333,6,Protector Armguards,64.33,48.2475,0.45
9334,4,Protector Breastplate,44.5,33.375,0.05
9335,6,Protector Buckler,50.17,37.6275,0.05
9336,3,Protector Cape,130,97.5,0.35
